          	     evap	     stor	     elev	    totIn
          	     3470	     3470	     3470	     3470
     DATE 	       AF	       AF	       AF	       AF

02/09/1988	     1.19	  7552.05	   350.39	    15.52
02/10/1988	     1.43	  7552.05	   350.39	    13.80
02/11/1988	     1.36	  7552.05	   350.39	    12.83
02/12/1988	     0.86	  7552.05	   350.39	    12.03
02/13/1988	     0.88	  7552.05	   350.39	    11.91
02/14/1988	     1.41	  7552.05	   350.39	    11.29
02/15/1988	    -1.76	  7552.05	   350.39	    11.14
02/16/1988	     1.38	  7552.05	   350.39	    11.23
02/17/1988	     1.43	  7552.05	   350.39	    10.52
02/18/1988	    -0.38	  7552.05	   350.39	    10.02
02/19/1988	    -1.58	  7552.05	   350.39	    10.76
02/20/1988	     1.67	  7552.05	   350.39	    11.17
02/21/1988	     1.48	  7552.05	   350.39	    10.46
02/22/1988	     1.48	  7552.05	   350.39	     9.46
02/23/1988	     1.48	  7552.05	   350.39	     9.11
02/24/1988	     1.62	  7552.05	   350.39	     8.78
02/25/1988	     1.32	  7552.05	   350.39	     8.57
02/26/1988	     1.31	  7552.05	   350.39	     8.31
02/27/1988	     2.08	  7552.05	   350.39	     8.46
02/28/1988	     1.68	  7552.05	   350.39	     8.40
02/29/1988	     1.93	  7552.05	   350.39	     8.31
03/01/1988	     1.72	  7552.05	   350.39	     8.48
03/02/1988	     1.85	  7552.05	   350.39	     8.38
03/03/1988	     1.68	  7552.05	   350.39	     8.48
03/04/1988	     1.59	  7552.05	   350.39	     8.88
03/05/1988	     1.85	  7552.05	   350.39	     9.67
03/06/1988	     1.91	  7552.05	   350.39	     9.27
03/07/1988	     2.17	  7552.05	   350.39	     8.61
03/08/1988	     2.33	  7552.05	   350.39	     8.22
03/09/1988	    -1.67	  7552.05	   350.39	     9.24
03/10/1988	    -6.52	  7552.05	   350.39	    13.05
03/11/1988	     1.69	  7552.05	   350.39	    13.08
03/12/1988	     1.37	  7552.05	   350.39	    11.00
03/13/1988	    -4.47	  7552.05	   350.39	    11.79
03/14/1988	     1.70	  7552.05	   350.39	    13.05
03/15/1988	     1.17	  7552.05	   350.39	    10.57
03/16/1988	     1.53	  7552.05	   350.39	    10.17
03/17/1988	     1.61	  7552.05	   350.39	     9.70
03/18/1988	    -3.97	  7552.05	   350.39	     9.87
03/19/1988	     1.93	  7552.05	   350.39	    11.16
03/20/1988	     1.91	  7552.05	   350.39	    10.93
03/21/1988	     2.78	  7552.05	   350.39	     9.77
03/22/1988	     2.19	  7552.05	   350.39	     9.47
03/23/1988	     2.30	  7552.05	   350.39	     9.01
03/24/1988	     2.70	  7552.05	   350.39	     8.91
03/25/1988	    -5.77	  7552.05	   350.39	     9.11
03/26/1988	     2.67	  7552.05	   350.39	    10.73
03/27/1988	     2.54	  7552.05	   350.39	    11.09
03/28/1988	     2.45	  7552.05	   350.39	     9.31
03/29/1988	     2.71	  7552.05	   350.39	     8.61
03/30/1988	     2.80	  7552.05	   350.39	     8.22
03/31/1988	     2.98	  7552.05	   350.39	     8.55
04/01/1988	     2.30	  7552.05	   350.39	     6.30
04/02/1988	     2.78	  7552.05	   350.39	     6.78
04/03/1988	     0.56	  7552.05	   350.39	     7.14
04/04/1988	     3.15	  7552.05	   350.39	     7.15
04/05/1988	     3.48	  7552.05	   350.39	     7.48
04/06/1988	     0.88	  7552.05	   350.39	     6.11
04/07/1988	     2.58	  7552.05	   350.39	     6.58
04/08/1988	     2.88	  7552.05	   350.39	     6.88
04/09/1988	     2.61	  7552.05	   350.39	     6.61
04/10/1988	     3.12	  7552.05	   350.39	     7.12
04/11/1988	   -19.48	  7552.05	   350.39	     5.95
04/12/1988	     2.33	  7552.05	   350.39	    14.23
04/13/1988	     2.20	  7552.05	   350.39	    19.30
04/14/1988	     2.73	  7552.05	   350.39	    11.34
04/15/1988	     3.12	  7552.05	   350.39	     9.06
04/16/1988	     2.68	  7552.05	   350.39	     8.10
04/17/1988	     2.39	  7552.05	   350.39	     7.30
04/18/1988	    -4.35	  7552.05	   350.39	     7.21
04/19/1988	    -2.35	  7552.05	   350.39	    10.05
04/20/1988	     2.24	  7552.05	   350.39	    11.57
04/21/1988	     2.96	  7552.05	   350.39	     8.79
04/22/1988	     3.63	  7552.05	   350.39	     7.63
04/23/1988	    -2.61	  7552.05	   350.39	     7.45
04/24/1988	     3.13	  7552.05	   350.39	     8.19
04/25/1988	     0.56	  7552.05	   350.39	     7.92
04/26/1988	     2.88	  7552.05	   350.39	     7.12
04/27/1988	     3.07	  7552.05	   350.39	     7.07
04/28/1988	     2.59	  7552.05	   350.39	     6.59
04/29/1988	     2.46	  7552.05	   350.39	     6.46
04/30/1988	     2.59	  7552.05	   350.39	     6.59
05/01/1988	     2.76	  7552.05	   350.39	     9.96
05/02/1988	     2.75	  7552.05	   350.39	     9.59
05/03/1988	     2.85	  7552.05	   350.39	     8.54
05/04/1988	     0.46	  7552.05	   350.39	     9.59
05/05/1988	     2.73	  7552.05	   350.39	    10.37
05/06/1988	     2.95	  7552.05	   350.39	    10.08
05/07/1988	     3.10	  7552.05	   350.39	    10.20
05/08/1988	     3.45	  7552.05	   350.39	     9.15
05/09/1988	     3.30	  7552.05	   350.39	     8.66
05/10/1988	     2.99	  7552.05	   350.39	     7.64
05/11/1988	     3.26	  7552.05	   350.39	     8.66
05/12/1988	     3.41	  7552.05	   350.39	     8.50
05/13/1988	     3.55	  7552.05	   350.39	     7.56
05/14/1988	     3.51	  7552.05	   350.39	     7.56
05/15/1988	     3.90	  7552.05	   350.39	     7.90
05/16/1988	     3.65	  7552.05	   350.39	     7.65
05/17/1988	     3.71	  7552.05	   350.39	     7.71
05/18/1988	     3.04	  7552.05	   350.39	     7.04
05/19/1988	     3.18	  7552.05	   350.39	     7.18
05/20/1988	     3.34	  7552.05	   350.39	     7.34
05/21/1988	     3.55	  7552.05	   350.39	     7.55
05/22/1988	     3.89	  7552.05	   350.39	     7.89
05/23/1988	     3.79	  7552.05	   350.39	     7.79
05/24/1988	     1.16	  7552.05	   350.39	     5.16
05/25/1988	     3.52	  7552.05	   350.39	     7.52
05/26/1988	     2.66	  7552.05	   350.39	     6.66
05/27/1988	     2.94	  7552.05	   350.39	     6.94
05/28/1988	     3.22	  7552.05	   350.39	     7.22
05/29/1988	     3.95	  7552.05	   350.39	     7.95
05/30/1988	     4.06	  7552.05	   350.39	     8.06
05/31/1988	     3.92	  7552.05	   350.39	     7.92
06/01/1988	     4.22	  7552.05	   350.39	     8.22
06/02/1988	     4.30	  7552.05	   350.39	     8.30
06/03/1988	     3.21	  7552.05	   350.39	     7.21
06/04/1988	     3.03	  7552.05	   350.39	     7.03
06/05/1988	     3.03	  7552.05	   350.39	     7.03
06/06/1988	     3.66	  7552.05	   350.39	     7.66
06/07/1988	     3.88	  7552.05	   350.39	     7.88
06/08/1988	     4.52	  7552.05	   350.39	     8.52
06/09/1988	     4.29	  7552.05	   350.39	     8.29
06/10/1988	     3.16	  7552.05	   350.39	     7.16
06/11/1988	     3.16	  7552.05	   350.39	     7.16
06/12/1988	     3.07	  7552.05	   350.39	     7.07
06/13/1988	     3.37	  7552.05	   350.39	     7.37
06/14/1988	     3.63	  7552.05	   350.39	     7.63
06/15/1988	     3.79	  7549.43	   350.39	     5.16
06/16/1988	     4.15	  7545.00	   350.38	     3.73
06/17/1988	     0.63	  7545.00	   350.38	     4.62
06/18/1988	     2.30	  7550.14	   350.39	    11.44
06/19/1988	     3.81	  7552.05	   350.39	     9.73
06/20/1988	     4.20	  7552.05	   350.39	     8.20
06/21/1988	     4.43	  7552.05	   350.39	     8.43
06/22/1988	     4.54	  7552.05	   350.39	     8.54
06/23/1988	     4.72	  7552.05	   350.39	     8.72
06/24/1988	     4.06	  7549.18	   350.38	     5.17
06/25/1988	     0.70	  7552.05	   350.39	     7.85
06/26/1988	     4.51	  7552.05	   350.39	     8.51
06/27/1988	     3.71	  7550.09	   350.39	     5.72
06/28/1988	     3.61	  7547.37	   350.38	     4.90
06/29/1988	     4.08	  7543.69	   350.37	     4.41
06/30/1988	     1.89	  7541.72	   350.37	     3.93
07/01/1988	     3.70	  7538.54	   350.36	     4.48
07/02/1988	     3.38	  7536.22	   350.36	     5.07
07/03/1988	     2.32	  7535.22	   350.36	     5.32
07/04/1988	     2.91	  7533.90	   350.35	     5.58
07/05/1988	     3.10	  7542.27	   350.37	    15.50
07/06/1988	     3.50	  7552.05	   350.39	    17.26
07/07/1988	     3.49	  7551.10	   350.39	     6.52
07/08/1988	     4.24	  7548.58	   350.38	     5.74
07/09/1988	     4.01	  7546.21	   350.38	     5.66
07/10/1988	     4.54	  7542.17	   350.37	     4.48
07/11/1988	     3.33	  7539.05	   350.36	     4.23
07/12/1988	     4.14	  7534.56	   350.36	     3.64
07/13/1988	     3.84	  7530.53	   350.35	     3.81
07/14/1988	     4.22	  7527.25	   350.34	     4.91
07/15/1988	     4.61	  7522.01	   350.33	     3.39
07/16/1988	     4.37	  7516.46	   350.32	     2.80
07/17/1988	     4.20	  7510.86	   350.31	     2.63
07/18/1988	     4.01	  7505.32	   350.30	     2.46
07/19/1988	     4.05	  7499.32	   350.28	     2.04
07/20/1988	     3.90	  7493.27	   350.27	     1.84
07/21/1988	    -4.88	  7496.09	   350.28	     1.95
07/22/1988	    -1.51	  7496.55	   350.28	     2.97
07/23/1988	     2.38	  7492.82	   350.27	     2.63
07/24/1988	     3.62	  7529.22	   350.34	    44.02
07/25/1988	     3.51	  7530.22	   350.35	     8.52
07/26/1988	     3.48	  7528.31	   350.34	     5.58
07/27/1988	     3.66	  7524.02	   350.33	     3.39
07/28/1988	    -1.17	  7524.33	   350.33	     3.13
07/29/1988	     3.86	  7522.56	   350.33	     6.08
07/30/1988	     3.57	  7519.23	   350.32	     4.23
07/31/1988	     4.02	  7514.90	   350.32	     3.72
08/01/1988	    -1.58	  7514.65	   350.32	     2.16
08/02/1988	     4.02	  7509.86	   350.31	     3.24
08/03/1988	     3.73	  7505.82	   350.30	     3.68
08/04/1988	     3.63	  7501.74	   350.29	     3.55
08/05/1988	     0.90	  7499.47	   350.28	     2.61
08/06/1988	     0.90	  7505.82	   350.30	    11.25
08/07/1988	     3.39	  7552.05	   350.39	    87.34
08/08/1988	     3.61	  7552.05	   350.39	    65.17
08/09/1988	     3.74	  7552.05	   350.39	    39.14
08/10/1988	     3.77	  7552.05	   350.39	    16.32
08/11/1988	    -7.55	  7552.05	   350.39	    34.09
08/12/1988	     3.45	  7552.05	   350.39	    55.40
08/13/1988	     3.41	  7552.05	   350.39	    27.02
08/14/1988	     2.89	  7552.05	   350.39	     8.35
08/15/1988	     3.49	  7548.32	   350.38	     3.74
08/16/1988	     3.47	  7543.89	   350.37	     3.05
08/17/1988	     3.58	  7538.74	   350.36	     2.42
08/18/1988	     3.92	  7532.85	   350.35	     2.04
08/19/1988	     3.74	  7527.20	   350.34	     2.10
08/20/1988	     3.43	  7521.75	   350.33	     1.97
08/21/1988	    -5.17	  7525.89	   350.34	     2.98
08/22/1988	     3.25	  7552.05	   350.39	    53.81
08/23/1988	     2.83	  7552.05	   350.39	    31.78
08/24/1988	     1.98	  7552.05	   350.39	    26.41
08/25/1988	     2.98	  7552.05	   350.39	    21.47
08/26/1988	     3.07	  7552.05	   350.39	     7.16
08/27/1988	     3.26	  7548.22	   350.38	     3.43
08/28/1988	     3.00	  7543.89	   350.37	     2.67
08/29/1988	     3.34	  7539.25	   350.36	     2.67
08/30/1988	     1.62	  7537.03	   350.36	     3.43
08/31/1988	     2.15	  7534.46	   350.36	     3.55
09/01/1988	     2.89	  7529.01	   350.34	     1.46
09/02/1988	     2.90	  7523.47	   350.33	     1.38
09/03/1988	   -17.60	  7538.59	   350.36	     1.50
09/04/1988	   -23.06	  7552.05	   350.39	     4.73
09/05/1988	     2.53	  7552.05	   350.39	     7.52
09/06/1988	     2.39	  7552.05	   350.39	     7.11
09/07/1988	     2.27	  7552.05	   350.39	    36.37
09/08/1988	     1.23	  7552.05	   350.39	    16.96
09/09/1988	    -4.81	  7552.05	   350.39	    27.62
09/10/1988	     1.28	  7552.05	   350.39	    37.50
09/11/1988	     1.38	  7552.05	   350.39	    63.80
09/12/1988	    -1.41	  7552.05	   350.39	    99.86
09/13/1988	     2.84	  7552.05	   350.39	   111.47
09/14/1988	     2.86	  7552.05	   350.39	   101.68
09/15/1988	     2.54	  7552.05	   350.39	    79.54
09/16/1988	     0.12	  7552.05	   350.39	    57.92
09/17/1988	    -6.36	  7552.05	   350.39	    98.82
09/18/1988	     2.40	  7552.05	   350.39	   106.22
09/19/1988	     2.34	  7552.05	   350.39	   102.98
09/20/1988	     2.65	  7552.05	   350.39	    99.82
09/21/1988	     2.73	  7552.05	   350.39	    99.15
09/22/1988	     2.43	  7552.05	   350.39	    82.65
09/23/1988	     2.74	  7552.05	   350.39	    63.24
09/24/1988	     1.68	  7552.05	   350.39	    53.26
09/25/1988	     2.60	  7552.05	   350.39	    47.26
09/26/1988	     2.09	  7552.05	   350.39	    39.83
09/27/1988	     2.12	  7552.05	   350.39	    33.83
09/28/1988	     2.18	  7552.05	   350.39	    31.72
09/29/1988	     2.34	  7552.05	   350.39	    28.61
09/30/1988	     2.22	  7552.05	   350.39	    25.73
10/01/1988	    -0.61	  7552.05	   350.39	    26.52
10/02/1988	    -7.60	  7552.05	   350.39	   115.47
10/03/1988	    -1.22	  7552.05	   350.39	   118.18
10/04/1988	     1.92	  7552.05	   350.39	   109.55
10/05/1988	     1.72	  7552.05	   350.39	   104.53
10/06/1988	     1.77	  7552.05	   350.39	   101.29
10/07/1988	     1.46	  7552.05	   350.39	    85.45
10/08/1988	     1.49	  7552.05	   350.39	    68.45
10/09/1988	     1.29	  7552.05	   350.39	    59.82
10/10/1988	     1.60	  7552.05	   350.39	    54.73
10/11/1988	     1.67	  7552.05	   350.39	    56.74
10/12/1988	     1.59	  7552.05	   350.39	    46.58
10/13/1988	     1.38	  7552.05	   350.39	    39.91
10/14/1988	     1.29	  7552.05	   350.39	    36.02
10/15/1988	     1.32	  7552.05	   350.39	    38.07
10/16/1988	     1.48	  7552.05	   350.39	    36.38
10/17/1988	     1.94	  7552.05	   350.39	    33.87
10/18/1988	     1.68	  7552.05	   350.39	    37.50
10/19/1988	     1.74	  7552.05	   350.39	    36.76
10/20/1988	     1.56	  7552.05	   350.39	    42.14
10/21/1988	    -3.87	  7552.05	   350.39	    57.07
10/22/1988	     1.48	  7552.05	   350.39	    74.42
10/23/1988	     1.27	  7552.05	   350.39	    66.09
10/24/1988	     1.44	  7552.05	   350.39	    48.37
10/25/1988	     1.39	  7552.05	   350.39	    37.83
10/26/1988	     1.16	  7552.05	   350.39	    39.35
10/27/1988	     1.44	  7552.05	   350.39	    40.74
10/28/1988	     1.70	  7552.05	   350.39	    47.86
10/29/1988	     1.59	  7552.05	   350.39	    44.10
10/30/1988	     1.48	  7552.05	   350.39	    34.71
10/31/1988	    -8.59	  7552.05	   350.39	    43.43
11/01/1988	     1.37	  7552.05	   350.39	    99.51
11/02/1988	     1.46	  7552.05	   350.39	   100.43
11/03/1988	     1.50	  7552.05	   350.39	    94.41
11/04/1988	    -6.80	  7552.05	   350.39	    66.47
11/05/1988	    -5.88	  7552.05	   350.39	    99.78
11/06/1988	     1.32	  7552.05	   350.39	   106.30
11/07/1988	     1.17	  7552.05	   350.39	   102.75
11/08/1988	    -2.34	  7552.05	   350.39	   100.39
11/09/1988	     1.34	  7552.05	   350.39	   100.36
11/10/1988	     1.04	  7552.05	   350.39	    99.35
11/11/1988	     1.34	  7552.05	   350.39	    99.70
11/12/1988	     1.13	  7552.05	   350.39	    86.16
11/13/1988	     1.27	  7552.05	   350.39	    78.91
11/14/1988	     1.34	  7552.05	   350.39	    79.63
11/15/1988	     1.43	  7552.05	   350.39	    84.22
11/16/1988	    -6.75	  7552.05	   350.39	    92.05
11/17/1988	     0.69	  7552.05	   350.39	   102.25
11/18/1988	     1.16	  7552.05	   350.39	   102.25
11/19/1988	     1.23	  7552.05	   350.39	   101.24
11/20/1988	     0.32	  7552.05	   350.39	    99.58
11/21/1988	     1.20	  7552.05	   350.39	    99.55
11/22/1988	     1.10	  7552.05	   350.39	    97.07
11/23/1988	    -0.26	  7552.05	   350.39	    92.91
11/24/1988	     1.20	  7552.05	   350.39	    94.48
11/25/1988	     1.14	  7552.05	   350.39	    92.45
11/26/1988	     1.36	  7552.05	   350.39	    94.62
11/27/1988	   -25.24	  7552.05	   350.39	   102.75
11/28/1988	     0.88	  7552.05	   350.39	   114.48
11/29/1988	     0.88	  7552.05	   350.39	   109.20
11/30/1988	     0.91	  7552.05	   350.39	   104.25
12/01/1988	     0.83	  7552.05	   350.39	   102.24
12/02/1988	     0.81	  7552.05	   350.39	   100.78
12/03/1988	     1.00	  7552.05	   350.39	   100.85
12/04/1988	     1.16	  7552.05	   350.39	    99.87
12/05/1988	     0.85	  7552.05	   350.39	    99.63
12/06/1988	     1.03	  7552.05	   350.39	    99.77
12/07/1988	     1.14	  7552.05	   350.39	    99.24
12/08/1988	     1.21	  7552.05	   350.39	    99.17
12/09/1988	     0.66	  7552.05	   350.39	    98.37
12/10/1988	     0.77	  7552.05	   350.39	    99.38
12/11/1988	     0.85	  7552.05	   350.39	    98.75
12/12/1988	     0.70	  7552.05	   350.39	    99.31
12/13/1988	     0.67	  7552.05	   350.39	    97.92
12/14/1988	     0.97	  7552.05	   350.39	    98.20
12/15/1988	     0.80	  7552.05	   350.39	    98.79
12/16/1988	     0.80	  7552.05	   350.39	    98.75
12/17/1988	     0.61	  7552.05	   350.39	    97.85
12/18/1988	     0.61	  7552.05	   350.39	    92.08
12/19/1988	     0.89	  7552.05	   350.39	    87.85
12/20/1988	     0.95	  7552.05	   350.39	    92.61
12/21/1988	     1.22	  7552.05	   350.39	    96.91
12/22/1988	     1.15	  7552.05	   350.39	    94.47
12/23/1988	     1.00	  7552.05	   350.39	    98.34
12/24/1988	     1.16	  7552.05	   350.39	    98.93
12/25/1988	     1.11	  7552.05	   350.39	    99.38
12/26/1988	     0.95	  7552.05	   350.39	    99.31
12/27/1988	     1.02	  7552.05	   350.39	    95.08
12/28/1988	     1.00	  7552.05	   350.39	    94.85
12/29/1988	     0.80	  7552.05	   350.39	    97.54
12/30/1988	    -4.35	  7552.05	   350.39	    98.51
12/31/1988	    -4.07	  7552.05	   350.39	   100.43
01/01/1989	    -1.02	  7552.05	   350.39	   102.54
01/02/1989	     1.13	  7552.05	   350.39	   104.17
01/03/1989	    -5.35	  7552.05	   350.39	   102.70
01/04/1989	     0.87	  7552.05	   350.39	   107.37
01/05/1989	     0.87	  7552.05	   350.39	   104.80
01/06/1989	    -0.62	  7552.05	   350.39	   102.51
01/07/1989	     1.09	  7552.05	   350.39	   102.45
01/08/1989	     1.01	  7552.05	   350.39	   102.01
01/09/1989	     0.52	  7552.05	   350.39	   101.17
01/10/1989	     0.79	  7552.05	   350.39	   100.70
01/11/1989	     0.97	  7552.05	   350.39	   101.64
01/12/1989	    -7.57	  7552.05	   350.39	   101.95
01/13/1989	    -0.71	  7552.05	   350.39	   103.89
01/14/1989	    -1.55	  7552.05	   350.39	   106.46
01/15/1989	     0.04	  7552.05	   350.39	   105.64
01/16/1989	     1.02	  7552.05	   350.39	   105.39
01/17/1989	     1.00	  7552.05	   350.39	   103.95
01/18/1989	     1.01	  7552.05	   350.39	   102.45
01/19/1989	     1.22	  7552.05	   350.39	   101.54
01/20/1989	     1.13	  7552.05	   350.39	   101.20
01/21/1989	     0.93	  7552.05	   350.39	   101.10
01/22/1989	     0.94	  7552.05	   350.39	   100.35
01/23/1989	     1.24	  7552.05	   350.39	   100.26
01/24/1989	     1.55	  7552.05	   350.39	    99.26
01/25/1989	     1.53	  7552.05	   350.39	    99.95
01/26/1989	     1.60	  7552.05	   350.39	    99.82
01/27/1989	    -1.40	  7552.05	   350.39	    99.98
01/28/1989	     1.35	  7552.05	   350.39	   100.35
01/29/1989	     1.63	  7552.05	   350.39	    99.41
01/30/1989	     0.72	  7552.05	   350.39	    99.79
01/31/1989	     1.60	  7552.05	   350.39	    99.73
02/01/1989	     1.77	  7552.05	   350.39	    97.52
02/02/1989	     1.87	  7552.05	   350.39	    97.43
02/03/1989	     1.99	  7552.05	   350.39	    97.56
02/04/1989	     1.34	  7552.05	   350.39	    97.47
02/05/1989	    -8.46	  7552.05	   350.39	    97.77
02/06/1989	     0.83	  7552.05	   350.39	    98.34
02/07/1989	    -0.47	  7552.05	   350.39	    99.00
02/08/1989	     1.31	  7552.05	   350.39	    98.54
02/09/1989	     0.89	  7552.05	   350.39	    98.47
02/10/1989	     1.10	  7552.05	   350.39	    97.52
02/11/1989	     1.29	  7552.05	   350.39	    97.45
02/12/1989	     1.67	  7552.05	   350.39	    97.34
02/13/1989	     2.18	  7552.05	   350.39	    97.27
02/14/1989	     2.13	  7552.05	   350.39	    97.27
02/15/1989	     2.39	  7552.05	   350.39	    97.27
02/16/1989	     2.66	  7552.05	   350.39	    97.36
02/17/1989	     1.29	  7552.05	   350.39	    97.29
02/18/1989	    -1.74	  7552.05	   350.39	    97.52
02/19/1989	     1.50	  7552.05	   350.39	    98.16
02/20/1989	    -1.57	  7552.05	   350.39	    98.41
02/21/1989	    -8.81	  7552.05	   350.39	   101.89
02/22/1989	     1.48	  7552.05	   350.39	   112.19
02/23/1989	    -1.97	  7552.05	   350.39	   104.87
02/24/1989	     1.18	  7552.05	   350.39	   102.39
02/25/1989	     1.25	  7552.05	   350.39	   101.16
02/26/1989	     1.79	  7552.05	   350.39	   100.48
02/27/1989	     0.00	  7552.05	   350.39	   100.18
02/28/1989	    -7.77	  7552.05	   350.39	   104.16
03/01/1989	     0.84	  7552.05	   350.39	   123.49
03/02/1989	     0.46	  7552.05	   350.39	   112.38
03/03/1989	    -1.49	  7552.05	   350.39	   109.95
03/04/1989	    -5.04	  7552.05	   350.39	   108.86
03/05/1989	     1.26	  7552.05	   350.39	    18.91
03/06/1989	    -1.39	  7552.05	   350.39	    21.23
03/07/1989	     1.66	  7552.05	   350.39	    21.57
03/08/1989	     1.51	  7552.05	   350.39	    17.20
03/09/1989	     1.61	  7552.05	   350.39	    14.82
03/10/1989	     1.78	  7552.05	   350.39	    13.45
03/11/1989	     2.02	  7552.05	   350.39	    12.97
03/12/1989	     2.84	  7552.05	   350.39	    14.13
03/13/1989	     2.18	  7552.05	   350.39	    12.70
03/14/1989	     2.65	  7552.05	   350.39	    11.81
03/15/1989	     2.64	  7552.05	   350.39	    11.13
03/16/1989	     2.87	  7552.05	   350.39	    10.72
03/17/1989	     2.11	  7552.05	   350.39	    10.62
03/18/1989	     2.85	  7552.05	   350.39	    10.28
03/19/1989	     2.49	  7552.05	   350.39	    10.08
03/20/1989	     0.62	  7552.05	   350.39	    10.93
03/21/1989	   -10.72	  7552.05	   350.39	    12.05
03/22/1989	    -6.52	  7552.05	   350.39	    17.71
03/23/1989	    -9.31	  7552.05	   350.39	    23.07
03/24/1989	     2.04	  7552.05	   350.39	    33.36
03/25/1989	     2.52	  7552.05	   350.39	    23.24
03/26/1989	     2.88	  7552.05	   350.39	    17.92
03/27/1989	     3.04	  7552.05	   350.39	    15.57
03/28/1989	     3.36	  7552.05	   350.39	    14.41
03/29/1989	     3.55	  7552.05	   350.39	    13.42
03/30/1989	    -0.79	  7552.05	   350.39	    13.21
03/31/1989	     2.25	  7552.05	   350.39	    13.35
04/01/1989	     1.88	  7552.05	   350.39	    11.47
04/02/1989	     2.12	  7552.05	   350.39	    10.73
04/03/1989	     1.71	  7552.05	   350.39	    10.76
04/04/1989	   -14.84	  7552.05	   350.39	    12.15
04/05/1989	    -1.61	  7552.05	   350.39	    27.66
04/06/1989	     2.30	  7552.05	   350.39	    27.02
04/07/1989	     1.23	  7552.05	   350.39	    17.72
04/08/1989	   -10.65	  7552.05	   350.39	    16.33
04/09/1989	     1.35	  7552.05	   350.39	    21.67
04/10/1989	    -0.04	  7552.05	   350.39	    19.84
04/11/1989	     2.06	  7552.05	   350.39	    16.88
04/12/1989	     2.05	  7552.05	   350.39	    15.33
04/13/1989	     2.13	  7552.05	   350.39	    13.95
04/14/1989	     2.33	  7552.05	   350.39	    12.76
04/15/1989	    -6.26	  7552.05	   350.39	    13.08
04/16/1989	     2.63	  7552.05	   350.39	    14.18
04/17/1989	     2.76	  7552.05	   350.39	    12.37
04/18/1989	     3.37	  7552.05	   350.39	    11.12
04/19/1989	     3.52	  7552.05	   350.39	    10.47
04/20/1989	     2.97	  7552.05	   350.39	     9.96
04/21/1989	     2.90	  7552.05	   350.39	     9.77
04/22/1989	     3.14	  7552.05	   350.39	     9.57
04/23/1989	     3.55	  7552.05	   350.39	     9.38
04/24/1989	     3.56	  7552.05	   350.39	     8.38
04/25/1989	     3.74	  7552.05	   350.39	     8.51
04/26/1989	     3.93	  7552.05	   350.39	     7.93
04/27/1989	     3.86	  7552.05	   350.39	     7.86
04/28/1989	    -3.10	  7552.05	   350.39	     7.61
04/29/1989	     3.89	  7552.05	   350.39	     7.89
04/30/1989	     2.02	  7552.05	   350.39	     7.80
05/01/1989	    -9.91	  7552.05	   350.39	     8.39
05/02/1989	     3.13	  7552.05	   350.39	    19.76
05/03/1989	     2.70	  7552.05	   350.39	    15.45
05/04/1989	    -2.23	  7552.05	   350.39	    10.72
05/05/1989	    -2.52	  7552.05	   350.39	     9.63
05/06/1989	     1.69	  7552.05	   350.39	    11.84
05/07/1989	     2.44	  7552.05	   350.39	    10.84
05/08/1989	     2.17	  7552.05	   350.39	     8.48
05/09/1989	   -16.98	  7552.05	   350.39	     9.23
05/10/1989	     2.58	  7552.05	   350.39	    16.97
05/11/1989	     2.59	  7552.05	   350.39	    15.00
05/12/1989	     2.60	  7552.05	   350.39	    11.15
05/13/1989	     2.58	  7552.05	   350.39	     9.33
05/14/1989	    -1.94	  7552.05	   350.39	     9.30
05/15/1989	     3.25	  7552.05	   350.39	    11.54
05/16/1989	     2.89	  7552.05	   350.39	    11.69
05/17/1989	     2.90	  7552.05	   350.39	     9.60
05/18/1989	     3.41	  7552.05	   350.39	     8.29
05/19/1989	     3.37	  7552.05	   350.39	     7.37
05/20/1989	     2.13	  7552.05	   350.39	     7.38
05/21/1989	     3.74	  7552.05	   350.39	     7.74
05/22/1989	     1.71	  7552.05	   350.39	     7.23
05/23/1989	     2.79	  7552.05	   350.39	     7.02
05/24/1989	     3.31	  7552.05	   350.39	     7.31
05/25/1989	     3.98	  7552.05	   350.39	     7.98
05/26/1989	     4.29	  7552.05	   350.39	     8.29
05/27/1989	     3.99	  7552.05	   350.39	     7.99
05/28/1989	     3.37	  7552.05	   350.39	     7.37
05/29/1989	     3.58	  7552.05	   350.39	     7.58
05/30/1989	     3.69	  7552.05	   350.39	     7.69
05/31/1989	     4.12	  7552.05	   350.39	     8.12
06/01/1989	     4.70	  7552.05	   350.39	     8.70
06/02/1989	     4.35	  7552.05	   350.39	     8.35
06/03/1989	    -3.67	  7552.05	   350.39	     1.17
06/04/1989	     3.65	  7552.05	   350.39	     7.65
06/05/1989	     2.60	  7552.05	   350.39	     6.60
06/06/1989	    -3.96	  7552.05	   350.39	     1.87
06/07/1989	     3.62	  7552.05	   350.39	     7.62
06/08/1989	     2.61	  7552.05	   350.39	     6.61
06/09/1989	     3.56	  7552.05	   350.39	     7.56
06/10/1989	     3.58	  7552.05	   350.39	     7.58
06/11/1989	     3.75	  7552.05	   350.39	     7.75
06/12/1989	     3.96	  7552.05	   350.39	     7.96
06/13/1989	     3.57	  7552.05	   350.39	     7.57
06/14/1989	     4.02	  7552.05	   350.39	     8.02
06/15/1989	    -3.14	  7552.05	   350.39	     1.53
06/16/1989	   -11.50	  7552.05	   350.39	     2.70
06/17/1989	     3.63	  7552.05	   350.39	    14.13
